date,home,away,pred
20210109,PHI,DEN,0.3888312578201294
20210109,CHO,ATL,0.48122715950012207
20210109,IND,PHO,0.5527556538581848
20210109,WAS,MIA,0.5784313678741455
20210109,MIL,CLE,0.19055263698101044
20210109,MIN,SAS,0.3906688094139099
20210109,DAL,ORL,0.3271982669830322
20210109,SAC,POR,0.33504170179367065
20210110,DET,UTA,0.6465899348258972
20210110,LAC,CHI,0.13818514347076416
20210110,BRK,OKC,0.2725328505039215
20210110,NYK,DEN,0.5104602575302124
20210110,HOU,LAL,0.5580955147743225
20210110,MIN,SAS,0.37456995248794556
20210110,GSW,TOR,0.639595627784729
20210111,CHO,NYK,0.41825008392333984
20210111,CLE,MEM,0.42161837220191956
20210111,ORL,MIL,0.6652085185050964
20210111,WAS,PHO,0.6300292611122131
20210111,ATL,PHI,0.4450984001159668
20210111,POR,TOR,0.5667681694030762
20210111,SAC,IND,0.4413890838623047
20210112,PHI,MIA,0.5449495911598206
20210112,BRK,DEN,0.40761494636535645
20210112,CLE,UTA,0.5476682186126709
20210112,HOU,LAL,0.5521163940429688
20210112,OKC,SAS,0.25616323947906494
20210112,GSW,IND,0.4989985227584839
20210114,PHI,MIA,0.5396455526351929
20210114,TOR,CHO,0.21146079897880554
20210114,SAS,HOU,0.5295284986495972
20210114,DEN,GSW,0.25068244338035583
20210114,POR,IND,0.4384992718696594
20210115,BOS,ORL,0.2337467074394226
20210115,CLE,NYK,0.3478785753250122
20210115,MIL,DAL,0.13233666121959686
20210115,OKC,CHI,0.40809059143066406
20210115,UTA,ATL,0.2309456318616867
20210115,LAL,NOP,0.3451210856437683
20210115,SAC,LAC,0.581699788570404
20210117,BOS,NYK,0.20027728378772736
20210117,DAL,CHI,0.32844221591949463
20210117,DEN,UTA,0.5120179057121277
20210117,SAC,NOP,0.647468090057373
20210117,LAC,IND,0.1989220231771469
20210118,NYK,ORL,0.3389531970024109
20210118,ATL,MIN,0.2813645005226135
20210118,MIA,DET,0.1503736674785614
20210118,POR,SAS,0.3280787169933319
20210118,MEM,PHO,0.5038493275642395
20210118,BRK,MIL,0.6092425584793091
20210118,TOR,DAL,0.28094881772994995
20210118,CHI,HOU,0.4077317714691162
20210118,LAL,GSW,0.12755990028381348
20210121,MIL,LAL,0.4587491750717163
20210121,GSW,NYK,0.5157390236854553
20210121,UTA,NOP,0.4531403183937073
20210122,CHO,CHI,0.5033527612686157
20210122,DET,HOU,0.5249273777008057
20210122,IND,ORL,0.30012354254722595
20210122,CLE,BRK,0.5349550247192383
20210122,PHI,BOS,0.49163496494293213
20210122,TOR,MIA,0.4114028811454773
20210122,MIN,ATL,0.5975533127784729
20210122,SAS,DAL,0.5125033855438232
20210122,LAC,OKC,0.19787877798080444
20210122,PHO,DEN,0.31948310136795044
20210122,SAC,NYK,0.4600563049316406
20210119,DEN,OKC,0.3271370232105255
20210119,UTA,NOP,0.46531492471694946
20210120,CLE,BRK,0.5352122187614441
20210120,IND,DAL,0.3636345863342285
20210120,PHI,BOS,0.49777960777282715
20210120,ATL,DET,0.24105873703956604
20210120,TOR,MIA,0.3625689744949341
20210120,MIN,ORL,0.4866359829902649
20210120,HOU,PHO,0.4573412239551544
20210120,GSW,SAS,0.35826045274734497
20210120,LAC,SAC,0.16800451278686523
20210123,UTA,GSW,0.18587175011634827
20210123,DET,PHI,0.588711142539978
20210123,BRK,MIA,0.4444391131401062
20210123,CHI,LAL,0.6152862310409546
20210123,MIN,NOP,0.7016103267669678
20210123,DAL,HOU,0.3658651113510132
20210123,PHO,DEN,0.32466623187065125
20210124,IND,TOR,0.5185409188270569
20210124,BOS,CLE,0.2397993803024292
20210124,LAC,OKC,0.18140050768852234
20210124,ORL,CHO,0.3875669538974762
20210124,SAS,WAS,0.4702489376068115
20210124,MIL,ATL,0.1655389666557312
20210124,POR,NYK,0.4887283444404602
20210125,DET,PHI,0.5970745086669922
20210125,IND,TOR,0.5265741944313049
20210125,ORL,CHO,0.3918389081954956
20210125,BRK,MIA,0.4084504246711731
20210125,CLE,LAL,0.6788354516029358
20210125,CHI,BOS,0.5351589918136597
20210125,DAL,DEN,0.4968007206916809
20210125,GSW,MIN,0.3672470450401306
20210125,POR,OKC,0.40743643045425415
20210126,ATL,LAC,0.5494223833084106
20210126,HOU,WAS,0.2932445704936981
20210126,UTA,NYK,0.27163007855415344
20210127,CHO,IND,0.48839765787124634
20210127,CLE,DET,0.23488301038742065
20210127,ORL,SAC,0.4128856658935547
20210127,ATL,BRK,0.4719839096069336
20210127,MIA,DEN,0.405306875705719
20210127,PHI,LAL,0.6450570821762085
20210127,TOR,MIL,0.5029181838035583
20210127,NOP,WAS,0.10292752832174301
20210127,SAS,BOS,0.6788082718849182
20210127,PHO,OKC,0.2903944253921509
20210127,UTA,DAL,0.20183968544006348
20210127,GSW,MIN,0.32697057723999023
20210128,DET,LAL,0.7216368317604065
20210128,MIA,LAC,0.5219722390174866
20210128,PHO,GSW,0.21368181705474854
20210128,HOU,POR,0.3270338177680969
20210129,CHO,IND,0.48122191429138184
20210129,ORL,LAC,0.6345536112785339
20210129,WAS,ATL,0.5045680999755859
20210129,NOP,MIL,0.44658124446868896
20210129,NYK,CLE,0.42855650186538696
20210129,TOR,SAC,0.27467799186706543
20210129,MIN,PHI,0.5525226593017578
20210129,OKC,BRK,0.4993225932121277
20210129,SAS,DEN,0.6269893050193787
20210129,UTA,DAL,0.1812068223953247
20210130,CHI,POR,0.32283085584640503
20210130,CHO,MIL,0.659346878528595
20210130,NOP,HOU,0.2862650752067566
