date,home,away,pred
20201227,LAC,DAL,0.16247273981571198
20201227,NOP,SAS,0.2050524801015854
20201227,WAS,ORL,0.5174257755279541
20201227,CHO,BRK,0.4540887176990509
20201227,CLE,PHI,0.3823627829551697
20201227,NYK,MIL,0.5729920268058777
20201227,IND,BOS,0.4527485966682434
20201227,CHI,GSW,0.23506662249565125
20201227,SAC,PHO,0.47281914949417114
20201227,LAL,MIN,0.12722575664520264
20201228,BRK,MEM,0.351612389087677
20201228,ATL,DET,0.4485734701156616
20201228,OKC,UTA,0.5147573351860046
20201228,DEN,HOU,0.41397082805633545
20201228,LAL,POR,0.07737717777490616
