date,home,away,pred
20210103,DET,BOS,0.6739296913146973
20210103,BRK,WAS,0.29117879271507263
20210103,MEM,LAL,0.4658118188381195
20210103,MIN,DEN,0.5923766493797302
20210103,SAS,UTA,0.5388476252555847
20210103,CHI,DAL,0.5227624773979187
20210103,PHO,LAC,0.33563199639320374
20210103,GSW,POR,0.5019370913505554
20210104,ORL,CLE,0.28952470421791077
20210104,PHI,CHO,0.1619461476802826
20210104,ATL,NYK,0.2529758810997009
20210104,MIA,OKC,0.4451632797718048
20210104,TOR,BOS,0.44761690497398376
20210104,HOU,DAL,0.4855922758579254
20210104,MIL,DET,0.15426453948020935
20210104,NOP,IND,0.29689034819602966
20210104,GSW,SAC,0.5853025913238525
20210105,BRK,UTA,0.581230640411377
20210105,MEM,LAL,0.5057526230812073
20210105,DEN,MIN,0.255577951669693
20210105,LAC,SAS,0.23761138319969177
20210105,POR,CHI,0.42336371541023254
20210106,IND,HOU,0.4221772849559784
20210106,ORL,CLE,0.26919126510620117
20210106,PHI,WAS,0.17303785681724548
20210106,ATL,CHO,0.25103622674942017
20210106,MIA,BOS,0.5321720242500305
20210106,NYK,UTA,0.5639239549636841
20210106,MIL,DET,0.12020132690668106
20210106,NOP,OKC,0.33843910694122314
20210106,PHO,TOR,0.3458304703235626
20210106,GSW,LAC,0.6715762615203857
20210106,SAC,CHI,0.383311003446579
20210107,BRK,PHI,0.42146220803260803
20210107,MEM,CLE,0.258049339056015
20210107,DEN,DAL,0.4168505370616913
20210107,LAL,SAS,0.10415773838758469
20210107,POR,MIN,0.365363210439682
20210108,DET,PHO,0.5533326864242554
20210108,BOS,WAS,0.13498231768608093
20210108,NOP,CHO,0.18978288769721985
20210108,NYK,OKC,0.5443593263626099
20210108,HOU,ORL,0.326999306678772
20210108,MEM,BRK,0.3610568344593048
20210108,MIL,UTA,0.2496197521686554
20210108,GSW,LAC,0.7232764959335327
20210108,LAL,CHI,0.21906325221061707
20210108,SAC,TOR,0.6019904613494873
20210109,PHI,DEN,0.3886871039867401
20210109,CHO,ATL,0.4217360317707062
20210109,IND,PHO,0.4817250072956085
20210109,WAS,MIA,0.5890733003616333
20210109,MIL,CLE,0.1431891918182373
20210109,MIN,SAS,0.5111657381057739
20210109,DAL,ORL,0.28924739360809326
20210109,SAC,POR,0.3486614227294922
20210110,DET,UTA,0.6471917033195496
20210110,LAC,CHI,0.23399168252944946
20210110,BRK,OKC,0.37538978457450867
20210110,NYK,DEN,0.5387528538703918
20210110,HOU,LAL,0.5056549310684204
20210110,MIN,SAS,0.5034045577049255
20210110,GSW,TOR,0.733456552028656
20210111,CHO,NYK,0.3855495750904083
20210111,CLE,MEM,0.5465914011001587
20210111,ORL,MIL,0.6759312748908997
20210111,WAS,PHO,0.622809886932373
20210111,ATL,PHI,0.568564772605896
20210111,POR,TOR,0.6194124221801758
20210111,SAC,IND,0.46554216742515564
20210112,PHI,MIA,0.4705680310726166
20210112,BRK,DEN,0.38567957282066345
20210112,CLE,UTA,0.6580215096473694
20210112,HOU,LAL,0.5354145765304565
20210112,OKC,SAS,0.3475813865661621
20210112,GSW,IND,0.5754914879798889
20210113,CHO,DAL,0.5795882940292358
20210113,DET,MIL,0.6361082792282104
20210113,NYK,BRK,0.5738916993141174
20210113,MIN,MEM,0.5936838388442993
20210113,OKC,LAL,0.6120092868804932
20210113,LAC,NOP,0.33554285764694214
20210113,SAC,POR,0.35647356510162354
20210114,PHI,MIA,0.45985695719718933
20210114,TOR,CHO,0.12472309917211533
20210114,SAS,HOU,0.4665810167789459
20210114,DEN,GSW,0.2064216136932373
20210114,POR,IND,0.46388956904411316
20210115,BOS,ORL,0.19043278694152832
20210115,CLE,NYK,0.38839203119277954
20210115,MIL,DAL,0.19985607266426086
20210115,OKC,CHI,0.37823542952537537
20210115,UTA,ATL,0.144908607006073
20210115,LAL,NOP,0.2687416672706604
20210115,SAC,LAC,0.6201720833778381
20210116,SAS,HOU,0.45902392268180847
20210116,BRK,ORL,0.29098302125930786
20210116,TOR,CHO,0.13333609700202942
20210116,MEM,PHI,0.34776702523231506
20210116,MIA,DET,0.2290014922618866
20210116,POR,ATL,0.3846726715564728
20210117,BOS,NYK,0.10255935043096542
20210117,DAL,CHI,0.29258695244789124
20210117,DEN,UTA,0.5068148970603943
20210117,SAC,NOP,0.5721914768218994
20210117,LAC,IND,0.20693159103393555
20210118,NYK,ORL,0.46494248509407043
20210118,ATL,MIN,0.3826795518398285
20210118,MIA,DET,0.24341335892677307
20210118,POR,SAS,0.44425496459007263
20210118,MEM,PHO,0.3805374801158905
20210118,BRK,MIL,0.6288376450538635
20210118,TOR,DAL,0.28970494866371155
20210118,CHI,HOU,0.45736995339393616
20210118,LAL,GSW,0.0373116061091423
20210119,DEN,OKC,0.3511408865451813
20210119,UTA,NOP,0.38960957527160645
20210120,CLE,BRK,0.557005763053894
20210120,IND,DAL,0.43484100699424744
20210120,PHI,BOS,0.5479504466056824
20210120,ATL,DET,0.3708556592464447
20210120,TOR,MIA,0.2801404893398285
20210120,MIN,ORL,0.5077167749404907
20210120,HOU,PHO,0.4206189811229706
20210120,GSW,SAS,0.5386059284210205
20210120,LAC,SAC,0.14507412910461426
20210121,MIL,LAL,0.3659064471721649
20210121,GSW,NYK,0.4654063880443573
20210121,UTA,NOP,0.38237056136131287
20210122,CHO,CHI,0.48227569460868835
20210122,DET,HOU,0.5823754072189331
20210122,IND,ORL,0.34058067202568054
